V4_ID,v3_ID,Gene_symbol,full_name,v4_source,v3_source,Chromosome,Start,End,
Zm00001d032608,GRMZM2G095126,agal1,alpha-galactosidase1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"231,931,416","231,934,263",
Zm00001d011096,GRMZM2G162525,ago1,argonaute1,,from: BT036371,Chr8,"138,816,382","138,824,360",
Zm00001d046438,AC189879.3_FG003,ago101,argonaute101,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: BT069919,Chr9,"89,734,202","89,740,800",
Zm00001d039214,GRMZM2G141818,ago104,argonaute104,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr6,"172,672,133","172,683,962",
Zm00001d040429,GRMZM2G089743,ago105,argonaute105,,from: BT037796,Chr3,"43,101,748","43,117,241",
Zm00001d025331,,ago106a,argonaute106a,,,Chr10,"114,363,845","114,370,019",
Zm00001d013542,GRMZM2G461936,ago108,argonaute108,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Zhai et al., 2015",Chr5,"13,953,891","13,960,814",
Zm00001d036917,GRMZM2G079080,ago10b,argonaute10b,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Zhai et al., 2015",Chr6,"106,360,618","106,367,670",
Zm00001d006351,GRMZM2G105250,ago18a,argonaute18a,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr2,"205,398,373","205,404,779",
Zm00001d033206,GRMZM2G457370,ago18b,argonaute18b,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Char et al., 2016",Chr1,"254,172,779","254,178,271",
Zm00001d035747,GRMZM2G441583,ago1a,argonaute1a,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Xu et al., 2016",Chr6,"44,780,803","44,789,355",
Zm00001d026111,AC209206.3_FG011,ago1b,argonaute1b,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Xu et al., 2016",Chr10,"138,699,397","138,708,217",
Zm00001d002650,GRMZM2G039455,ago1c,argonaute1c,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Xu et al., 2016",Chr2,"18,176,301","18,185,185",
Zm00001d014875,GRMZM2G361518,ago1d,argonaute1d,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Xu et al., 2016",Chr5,"66,763,342","66,769,045",
Zm00001d002316,GRMZM2G007791,ago2a,argonaute2a,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Zhai et al., 2015",Chr2,"10,157,520","10,164,911",
Zm00001d026300,GRMZM2G354867,ago2b,argonaute2b,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Zhai et al., 2015",Chr10,"143,197,942","143,203,163",
Zm00001d008249,GRMZM2G589579,ago4a,argonaute4a,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Zhai et al., 2015",Chr8,"2,667,303","2,674,772",
Zm00001d007786,GRMZM2G059033,ago5b,argonaute5b,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Zhai et al., 2015",Chr2,"239,622,069","239,628,992",
Zm00001d013063,GRMZM2G123063,ago5c,argonaute5c,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Zhai et al., 2015",Chr5,"4,109,487","4,117,972",
Zm00001d019905,GRMZM2G347402,ago6,argonaute6,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Zhai et al., 2015",Chr7,"74,375,269","74,402,681",
Zm00001d005546,GRMZM2G106213,agp1,ADP glucose pyrophosphorylase small subunit embryo 1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from Huang et al 2014,Chr2,"178,195,810","178,206,466",
Zm00001d039131,GRMZM2G027955,agp2,ADP glucose pyrophosphorylase2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from W21619,Chr6,"170,732,907","170,739,381",
Zm00001d033910,GRMZM2G391936,agpll1,ADP glucose pyrophosphorylase large subunit leaf1AGPL4,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Huang et al. 2014,Chr1,"278,289,784","278,294,463",
Zm00001d019266,GRMZM2G144002,agpll2,ADP glucose pyrophosphorylase large subunit leaf2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Huang et al. 2014,Chr7,"24,811,760","24,822,600",
Zm00001d032385,GRMZM2G163437,agpsl1,ADP glucose pyrophosphorylase small subunit leaf1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from AF334960,Chr1,"224,920,493","224,925,108",
Zm00001d012689,GRMZM2G302639,agrr21,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr8,"178,701,046","178,703,315",
Zm00001d049239,GRMZM2G015295,ahh1,adenosyl homocysteine hydrolase1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr4,"22,371,774","22,374,938",
Zm00001d001784,GRMZM2G086876,ahl9,AT-hook motif nuclear-localized protein homolog9,,,Chr2,"830,360","832,876",
Zm00001d033780,GRMZM2G044569,AI665421,,,,Chr1,"273,607,369","273,612,057",
Zm00001d037453,GRMZM2G142409,AI665898,,,,Chr6,"125,870,108","125,872,775",
Zm00001d006789,GRMZM2G464000,AI668346,,,,Chr2,"216,680,792","216,695,299",
Zm00001d012811,GRMZM5G862317,AI676903,,,,Chr5,"688,154","696,271",
Zm00001d003033,GRMZM2G002903,AI691686,,,,Chr2,"29,989,844","29,995,440",
Zm00001d043327,GRMZM2G052365,AI770795,,,,Chr3,"196,589,524","196,606,761",
Zm00001d042511,GRMZM2G064936,AI770873,,,,Chr3,"170,268,292","170,271,282",
Zm00001d023538,GRMZM2G118286,AI795367,,,,Chr10,"9,347,497","9,371,362",
Zm00001d046613,GRMZM2G139973,AI812156,,,,Chr9,"98,839,260","98,845,509",
Zm00001d030888,GRMZM2G443525,AI855190,,,,Chr1,"165,741,227","165,745,488",
Zm00001d005908,GRMZM6G177089,AI861369,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Annotation questioned,Chr2,"192,405,455","192,408,359",
Zm00001d048532,GRMZM2G113245,AI901738,,,,Chr9,"157,944,066","157,946,367",
Zm00001d030310,GRMZM2G129413,aic1,auxin import carrier1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Leiboff et al., 2015",Chr1,"121,458,401","121,462,310",
Zm00001d053004,GRMZM2G045057,aic2,auxin import carrier2,,,Chr4,"208,649,304","208,651,866",
Zm00001d028401,GRMZM2G149481,aic3,auxin import carrier3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"33,647,427","33,651,594",
Zm00001d038275,GRMZM2G067022,aic4,auxin import carrier4,,,Chr6,"153,048,413","153,062,282",
Zm00001d021877,GRMZM2G061234,ak1,Adenylyl-sulfate kinase1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: AF178976,Chr7,"165,265,600","165,277,445",
Zm00001d053962,GRMZM2G019838,ak2,ankyrin repeat protein2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr4,"244,374,970","244,377,279",
Zm00001d050134,GRMZM2G437977,akh1,aspartate kinase-homoserine dehydrogenase1,,,Chr4,"68,237,414","68,255,070",
Zm00001d005535,GRMZM2G104546,akh2,aspartate kinase homoserine dehydrogenase2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr2,"177,655,850","177,675,449",
Zm00001d034896,GRMZM2G047774,akin1,AKINbetagamma-1 protein kinase,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"305,008,203","305,016,567",
Zm00001d028733,GRMZM2G107867,akin2,AKINbetagamma-1 protein kinase2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"44,554,395","44,560,803",
Zm00001d036024,GRMZM2G052812,akr1,aldo/keto reductase AKR1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr6,"66,752,688","66,763,432",
Zm00001d012572,GRMZM2G091054,al9,aleurone9,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: FN400767,Chr8,"176,808,613","176,813,009",
Zm00001d042453,GRMZM2G057823,ald1,aldolase1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr3,"168,340,504","168,343,022",
Zm00001d012103,GRMZM2G066024,ald2,aldolase2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr8,"168,303,869","168,306,204",
Zm00001d050339,GRMZM2G146754,aldh11,aldehyde dehydrogenase11,,"Zhou et al., 2012",Chr4,"82,300,133","82,306,079",
Zm00001d003983,GRMZM5G820733,aldh12,aldehyde dehydrogenase12,,"Zhou et al., 2012",Chr2,"73,525,142","73,527,644",
Zm00001d004731,GRMZM2G118800,aldh13,aldehyde dehydrogenase13,,"Zhou et al., 2012",Chr2,"134,453,744","134,457,995",
Zm00001d000116,GRMZM2G060800,aldh14,aldehyde dehydrogenase14,,"Zhou et al., 2012",B73V4_ctg52,"628,311","634,545",
Zm00001d053776,GRMZM2G119482,aldh15,aldehyde dehydrogenase15,,"Zhou et al., 2012",Chr4,"240,858,680","240,875,478",
Zm00001d015404,GRMZM2G128114,aldh16,aldehyde dehydrogenase16,,"Zhou et al., 2012",Chr5,"88,484,657","88,490,422",
Zm00001d017418,GRMZM2G169458,aldh17,aldehyde dehydrogenase17,,"Zhou et al., 2012",Chr5,"195,379,356","195,383,453",
Zm00001d036933,GRMZM2G122172,aldh18,aldehyde dehydrogenase18,,"Zhou et al., 2012",Chr6,"106,777,268","106,780,457",
,GRMZM2G365440,aldh19,aldehyde dehydrogenase19,,"Zhou et al., 2012",Chr6,"152,629,374","152,631,546",
Zm00001d051754,GRMZM2G125268,aldh2,aldehyde dehydrogenase2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: AF348417,Chr4,"168,916,658","168,926,460",
Zm00001d005818,GRMZM2G130440,aldh20,aldehyde dehydrogenase20,,"Zhou et al., 2012",Chr2,"189,658,754","189,670,074",
Zm00001d019054,GRMZM2G108076,aldh21,aldehyde dehydrogenase21,,,Chr7,"14,302,767","14,311,590",
Zm00001d022554,GRMZM2G135341,aldh22,aldehyde dehydrogenase22,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr7,"179,921,907","179,928,103",
Zm00001d011259,GRMZM2G407949,aldh23,aldehyde dehydrogenase23,,"Zhou et al., 2012",Chr8,"144,791,864","144,807,175",
,GRMZM2G398633,aldh24,aldehyde dehydrogenase24,,"Zhou et al., 2012",Chr2,"211,938,240","211,939,841",
Zm00001d023580,GRMZM2G103546,aldh25,aldehyde dehydrogenase25,,"Zhou et al., 2012",Chr10,"10,653,743","10,657,726",
Zm00001d025626,GRMZM2G135470,aldh26,aldehyde dehydrogenase26,,"Zhou et al., 2012",Chr10,"124,409,879","124,415,115",
Zm00001d025958,GRMZM2G155502,aldh27,aldehyde dehydrogenase27,,"Zhou et al., 2012",Chr10,"134,775,133","134,779,422",
,GRMZM2G354187,aldh28,aldehyde dehydrogenase28,,"Zhou et al., 2012",Chr10,"141,943,317","141,947,774",
Zm00001d044339,GRMZM2G071021,aldh3,aldehyde dehydrogenase3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: AF348413,Chr3,"225,456,709","225,460,729",
Zm00001d044340,GRMZM2G097706,aldh5,aldehyde dehydrogenase5,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr3,"225,468,766","225,476,879",
Zm00001d040585,GRMZM2G365483,aldh7,aldehyde dehydrogenase7,,"Zhou et al., 2012",Chr3,"51,589,371","51,590,821",
,GRMZM2G325115,aldh8,aldehyde dehydrogenase8,,"Zhou et al., 2012",Chr3,"214,379,776","214,381,377",
Zm00001d032257,GRMZM2G016189,aldh9,aldehyde dehydrogenase9,,"Zhou et al., 2012",Chr1,"219,226,773","219,232,499",
Zm00001d037537,GRMZM2G148810,alf1,Alfin-like-transcription factor 1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr6,"128,609,292","128,613,832",
Zm00001d025504,GRMZM2G050495,alf10,Alfin-like-transcription factor 10,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr10,"120,752,672","120,758,078",
Zm00001d010241,GRMZM2G158918,alf11,Alfin-like-transcription factor 11,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr8,"105,685,601","105,692,553",
Zm00001d008646,GRMZM5G893976,alf12,Alfin-like-transcription factor 12,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr8,"15,709,776","15,717,221",
Zm00001d042582,GRMZM2G080917,alf13,Alfin-like-transcription factor 13,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr3,"172,730,778","172,735,201",
Zm00001d025491,GRMZM2G156088,alf14,Alfin-like-transcription factor 14,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr10,"120,497,307","120,504,861",
Zm00001d034627,AC225147.4_FG003,alf15,Alfin-like-transcription factor 15,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr1,"298,407,976","298,412,063",
Zm00001d025492,GRMZM2G016564,alf16,Alfin-like-transcription factor 16,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"[not in browser or Entrez Gene - Mar 2019] assigned by the Grassius project, (Yilmaz et al 2009)",Chr10,"120,544,589","120,545,246",
Zm00001d012979,GRMZM2G110952,alf17,Alfin-like-transcription factor 17,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr5,"2,666,357","2,681,120",
Zm00001d049007,GRMZM2G008259,alf18,Alfin-like-transcription factor 18,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr4,"12,330,907","12,332,675",
Zm00001d005185,GRMZM2G047316,alf19,Alfin-like-transcription factor 19,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr2,"162,911,443","162,914,557",
Zm00001d016861,GRMZM2G063864,alf2,Alfin-like-transcription factor 2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr5,"178,509,709","178,513,664",
Zm00001d022110,GRMZM2G038066,alf3,Alfin-like-transcription factor 3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr7,"170,567,006","170,573,897",
Zm00001d041767,GRMZM2G153087,alf4,Alfin-like-transcription factor 4,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr3,"136,598,676","136,603,856",
Zm00001d038208,GRMZM2G016817,alf5,Alfin-like-transcription factor 5,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr6,"151,703,542","151,710,829",
Zm00001d050816,GRMZM2G107807,alf7,Alfin-like-transcription factor 7,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr4,"124,419,619","124,423,060",
Zm00001d012196,GRMZM2G172001,alf8,Alfin-like-transcription factor 8,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr8,"169,919,970","169,924,239",
Zm00001d010834,GRMZM2G017142,alf9,Alfin-like-transcription factor 9,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr8,"129,331,385","129,334,443",
Zm00001d029083,GRMZM2G030571,algt1,alanine--glyoxylate aminotransferase1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,B73_V2 alignment to EU972920,Chr1,"57,394,910","57,397,707",
Zm00001d026635,GRMZM2G173413,alla1,allantoinase1,,,Chr10,"149,245,574","149,250,456",
Zm00001d023376,GRMZM2G003762,alp1,aluminum-induced protein homolog1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr10,"4,272,268","4,274,843",
Zm00001d050567,GRMZM2G143357,als1,acetolactate synthase1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr4,"101,325,893","101,328,003",
Zm00001d016572,GRMZM2G143008,als2,acetolactate synthase2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr5,"167,860,552","167,862,743",
Zm00001d006875,GRMZM2G124963,alt10,alanine aminotransferase10,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from Tausta et al 2014,Chr2,"218,327,505","218,332,462",
Zm00001d014258,GRMZM2G088064,alt4,L-alanine:2-oxoglutarate aminotransferase4,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from alignment of B73_v2 to AF055898  and EU962513,Chr5,"38,466,701","38,476,589",
Zm00001d014258,GRMZM2G088028,alt5,alanine aminotransferase5,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from alignment of B73_v2 to EU954010,Chr5,"38,466,701","38,476,589",
Zm00001d018639,GRMZM2G120563,alt7,alanine aminotransferase7,from alignment to EU969863,from alignment to EU969863,Chr7,"1,414,460","1,422,894",
